Day,UID,Condition,I am satisfied with my current level of physical activity.,I am a physically active person.,I am committed to my physical activity goal.,How hopeful are you about your physical health today?,How was your mood today?,I am satisfied with my current level of physical activity._num,I am a physically active person._num,I am committed to my physical activity goal._num,How hopeful are you about your physical health today?_num,How was your mood today?_num
2,P16,T,Strongly disagree,Strongly disagree,Strongly agree,Very hopeful,Pleasant,1.0,1.0,5.0,5.0,4.0
3,P16,T,Neither agree nor disagree,Strongly disagree,Strongly agree,Very hopeful,Very pleasant,3.0,1.0,5.0,5.0,5.0
4,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,2.0,2.0,5.0,5.0,5.0
5,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,2.0,2.0,5.0,5.0,5.0
6,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Pleasant,2.0,2.0,5.0,5.0,4.0
8,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Pleasant,2.0,2.0,5.0,5.0,4.0
9,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,2.0,2.0,5.0,5.0,5.0
11,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Pleasant,2.0,2.0,5.0,5.0,4.0
12,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,2.0,2.0,5.0,5.0,5.0
13,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,2.0,2.0,5.0,5.0,5.0
14,P16,T,Disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,2.0,3.0,5.0,5.0,5.0
15,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Neither pleasant nor unpleasant,2.0,2.0,5.0,5.0,3.0
16,P16,T,Disagree,Disagree,Strongly agree,Very hopeful,Pleasant,2.0,2.0,5.0,5.0,4.0
17,P16,T,Disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,2.0,3.0,5.0,5.0,5.0
19,P16,T,Neither agree nor disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,3.0,2.0,5.0,5.0,5.0
20,P16,T,Neither agree nor disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,3.0,2.0,5.0,5.0,5.0
21,P16,T,Neither agree nor disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,3.0,2.0,5.0,5.0,5.0
22,P16,T,Neither agree nor disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,3.0,2.0,5.0,5.0,5.0
23,P16,T,Neither agree nor disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,3.0,2.0,5.0,5.0,5.0
24,P16,T,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
27,P16,T,Neither agree nor disagree,Disagree,Strongly agree,Very hopeful,Very pleasant,3.0,2.0,5.0,5.0,5.0
28,P16,T,Neither agree nor disagree,Neither agree nor disagree,Strongly agree,Very hopeful,Very pleasant,3.0,3.0,5.0,5.0,5.0
1,P2,C,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Unpleasant,2.0,2.0,4.0,3.0,2.0
2,P2,C,Neither agree nor disagree,Disagree,Strongly agree,Neither hopeful nor hopeless,Pleasant,3.0,2.0,5.0,3.0,4.0
3,P2,C,Neither agree nor disagree,Disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,3.0,2.0,5.0,3.0,3.0
5,P2,C,Agree,Disagree,Strongly agree,Hopeful,Pleasant,4.0,2.0,5.0,4.0,4.0
7,P2,C,Agree,Disagree,Strongly agree,Hopeful,Pleasant,4.0,2.0,5.0,4.0,4.0
10,P2,C,Agree,Disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,2.0,5.0,4.0,3.0
12,P2,C,Agree,Disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,2.0,5.0,4.0,3.0
17,P2,C,Agree,Disagree,Strongly agree,Hopeful,Neither pleasant nor unpleasant,4.0,2.0,5.0,4.0,3.0
18,P2,C,Neither agree nor disagree,Disagree,Strongly agree,Hopeful,Pleasant,3.0,2.0,5.0,4.0,4.0
19,P2,C,Agree,Disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,4.0,2.0,4.0,3.0,3.0
20,P2,C,Agree,Disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,4.0,2.0,5.0,3.0,3.0
21,P2,C,Neither agree nor disagree,Strongly disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,3.0,1.0,5.0,3.0,3.0
22,P2,C,Neither agree nor disagree,Disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,3.0,2.0,5.0,3.0,3.0
23,P2,C,Agree,Strongly disagree,Strongly agree,Hopeful,Pleasant,4.0,1.0,5.0,4.0,4.0
24,P2,C,Agree,Disagree,Strongly agree,Neither hopeful nor hopeless,Pleasant,4.0,2.0,5.0,3.0,4.0
25,P2,C,Neither agree nor disagree,Disagree,Strongly agree,Neither hopeful nor hopeless,Pleasant,3.0,2.0,5.0,3.0,4.0
26,P2,C,Neither agree nor disagree,Disagree,Strongly agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,3.0,2.0,5.0,3.0,3.0
0,P53,T,Strongly agree,Agree,Strongly agree,Hopeful,Pleasant,5.0,4.0,5.0,4.0,4.0
1,P53,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
2,P53,T,Agree,Agree,Strongly agree,Hopeful,Very pleasant,4.0,4.0,5.0,4.0,5.0
3,P53,T,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
4,P53,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
5,P53,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
6,P53,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
7,P53,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
8,P53,T,Strongly agree,Agree,Strongly agree,Hopeful,Pleasant,5.0,4.0,5.0,4.0,4.0
9,P53,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
10,P53,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
11,P53,T,Strongly agree,Agree,Strongly agree,Hopeful,Pleasant,5.0,4.0,5.0,4.0,4.0
12,P53,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
13,P53,T,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
14,P53,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
15,P53,T,Strongly agree,Agree,Strongly agree,Very hopeful,Pleasant,5.0,4.0,5.0,5.0,4.0
16,P53,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
17,P53,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,5.0,5.0,5.0,5.0,4.0
18,P53,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
19,P53,T,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
20,P53,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,5.0,5.0,5.0,5.0,4.0
21,P53,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,5.0,5.0,5.0,5.0,4.0
22,P53,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
23,P53,T,Agree,Agree,Strongly agree,Very hopeful,Pleasant,4.0,4.0,5.0,5.0,4.0
24,P53,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,5.0,5.0,5.0,5.0,4.0
25,P53,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,5.0,5.0,5.0,5.0,4.0
26,P53,T,Agree,Agree,Strongly agree,Hopeful,Pleasant,4.0,4.0,5.0,4.0,4.0
28,P53,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
0,P18,T,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
1,P18,T,Agree,Agree,Strongly agree,Very hopeful,Very pleasant,4.0,4.0,5.0,5.0,5.0
2,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
3,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
4,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
5,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
6,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
7,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
8,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
9,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
10,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
11,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
12,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
13,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
14,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
15,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
16,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
17,P18,T,Strongly agree,Agree,Strongly agree,Very hopeful,Very pleasant,5.0,4.0,5.0,5.0,5.0
18,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
19,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
20,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
21,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
22,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,5.0,5.0,5.0,5.0,4.0
23,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Pleasant,5.0,5.0,5.0,5.0,4.0
24,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
25,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
26,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
27,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
28,P18,T,Strongly agree,Strongly agree,Strongly agree,Very hopeful,Very pleasant,5.0,5.0,5.0,5.0,5.0
0,P20,C,Disagree,Disagree,Strongly agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,5.0,3.0,4.0
1,P20,C,Disagree,Disagree,Strongly agree,Hopeful,Very pleasant,2.0,2.0,5.0,4.0,5.0
2,P20,C,Disagree,Disagree,Strongly agree,Hopeful,Pleasant,2.0,2.0,5.0,4.0,4.0
3,P20,C,Disagree,Disagree,Strongly agree,Hopeful,Very pleasant,2.0,2.0,5.0,4.0,5.0
4,P20,C,Disagree,Disagree,Strongly agree,Hopeful,Pleasant,2.0,2.0,5.0,4.0,4.0
5,P20,C,Disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,4.0,4.0,3.0
6,P20,C,Disagree,Disagree,Agree,Hopeful,Unpleasant,2.0,2.0,4.0,4.0,2.0
7,P20,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Pleasant,3.0,2.0,4.0,4.0,4.0
8,P20,C,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
9,P20,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Unpleasant,2.0,2.0,3.0,3.0,2.0
10,P20,C,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
11,P20,C,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
12,P20,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Very pleasant,2.0,2.0,3.0,3.0,5.0
13,P20,C,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
14,P20,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Unpleasant,2.0,2.0,3.0,4.0,2.0
15,P20,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,3.0,4.0,3.0
16,P20,C,Disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,4.0,4.0,3.0
17,P20,C,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
18,P20,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
19,P20,C,Neither agree nor disagree,Disagree,Agree,Hopeful,Very pleasant,3.0,2.0,4.0,4.0,5.0
20,P20,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,3.0,4.0,3.0
21,P20,C,Disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,4.0,4.0,3.0
22,P20,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,3.0,4.0,3.0
23,P20,C,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
24,P20,C,Disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,4.0,4.0,3.0
25,P20,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,3.0,3.0,4.0
26,P20,C,Neither agree nor disagree,Disagree,Neither agree nor disagree,Hopeful,Very pleasant,3.0,2.0,3.0,4.0,5.0
27,P20,C,Strongly disagree,Disagree,Disagree,Neither hopeful nor hopeless,Pleasant,1.0,2.0,2.0,3.0,4.0
28,P20,C,Disagree,Disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,2.0,3.0,3.0,3.0
0,P42,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
1,P42,T,Disagree,Disagree,Agree,Very hopeful,Very pleasant,2.0,2.0,4.0,5.0,5.0
2,P42,T,Disagree,Disagree,Agree,Hopeful,Very pleasant,2.0,2.0,4.0,4.0,5.0
3,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
4,P42,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Pleasant,2.0,2.0,4.0,3.0,4.0
5,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
6,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
7,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
8,P42,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,2.0,4.0,3.0,3.0
9,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
10,P42,T,Disagree,Disagree,Agree,Hopeless,Unpleasant,2.0,2.0,4.0,2.0,2.0
11,P42,T,Disagree,Disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,2.0,2.0,4.0,3.0,3.0
12,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
13,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
14,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
15,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
16,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
17,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
18,P42,T,Disagree,Disagree,Agree,Hopeless,Pleasant,2.0,2.0,4.0,2.0,4.0
19,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
20,P42,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
21,P42,T,Neither agree nor disagree,Agree,Agree,Hopeful,Pleasant,3.0,4.0,4.0,4.0,4.0
22,P42,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
23,P42,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeless,Pleasant,3.0,3.0,4.0,2.0,4.0
24,P42,T,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
26,P42,T,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
27,P42,T,Agree,Agree,Agree,Hopeful,Very pleasant,4.0,4.0,4.0,4.0,5.0
28,P42,T,Agree,Agree,Agree,Hopeful,Neither pleasant nor unpleasant,4.0,4.0,4.0,4.0,3.0
0,P9,T,Neither agree nor disagree,Strongly disagree,Agree,Hopeful,Pleasant,3.0,1.0,4.0,4.0,4.0
1,P9,T,Neither agree nor disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,2.0,4.0,4.0,3.0
2,P9,T,Disagree,Strongly disagree,Agree,Hopeful,Pleasant,2.0,1.0,4.0,4.0,4.0
3,P9,T,Neither agree nor disagree,Strongly disagree,Agree,Hopeful,Pleasant,3.0,1.0,4.0,4.0,4.0
4,P9,T,Neither agree nor disagree,Strongly disagree,Agree,Hopeful,Pleasant,3.0,1.0,4.0,4.0,4.0
5,P9,T,Neither agree nor disagree,Strongly disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,1.0,4.0,4.0,3.0
6,P9,T,Neither agree nor disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,2.0,4.0,4.0,3.0
7,P9,T,Neither agree nor disagree,Disagree,Agree,Hopeful,Unpleasant,3.0,2.0,4.0,4.0,2.0
8,P9,T,Neither agree nor disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,2.0,4.0,4.0,3.0
9,P9,T,Neither agree nor disagree,Disagree,Agree,Hopeful,Unpleasant,3.0,2.0,4.0,4.0,2.0
10,P9,T,Neither agree nor disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,2.0,4.0,4.0,3.0
11,P9,T,Neither agree nor disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,2.0,4.0,4.0,3.0
12,P9,T,Disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,4.0,4.0,3.0
13,P9,T,Disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,4.0,4.0,3.0
15,P9,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
16,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
18,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,3.0,4.0,4.0,3.0
19,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
20,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
21,P9,T,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
22,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
23,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
24,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
25,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,3.0,3.0,4.0,4.0,4.0
26,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,3.0,4.0,4.0,3.0
28,P9,T,Neither agree nor disagree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,3.0,3.0,4.0,4.0,3.0
0,P5,T,Strongly disagree,Disagree,Agree,Hopeful,Pleasant,1.0,2.0,4.0,4.0,4.0
1,P5,T,Strongly disagree,Disagree,Agree,Hopeful,Unpleasant,1.0,2.0,4.0,4.0,2.0
2,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Pleasant,2.0,1.0,4.0,4.0,4.0
3,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Pleasant,2.0,1.0,4.0,4.0,4.0
4,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Very pleasant,2.0,1.0,4.0,4.0,5.0
5,P5,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
6,P5,T,Disagree,Disagree,Agree,Hopeful,Pleasant,2.0,2.0,4.0,4.0,4.0
7,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,4.0,4.0,3.0
8,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Pleasant,2.0,1.0,4.0,4.0,4.0
9,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Unpleasant,2.0,1.0,4.0,4.0,2.0
10,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Unpleasant,2.0,1.0,4.0,4.0,2.0
11,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,4.0,4.0,3.0
12,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Pleasant,2.0,1.0,4.0,4.0,4.0
13,P5,T,Disagree,Strongly disagree,Agree,Neither hopeful nor hopeless,Very unpleasant,2.0,1.0,4.0,3.0,5.0
14,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,4.0,4.0,3.0
15,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,4.0,4.0,3.0
16,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Pleasant,2.0,1.0,4.0,4.0,4.0
17,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Unpleasant,2.0,1.0,4.0,4.0,2.0
18,P5,T,Disagree,Strongly disagree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,2.0,1.0,3.0,3.0,4.0
19,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Very unpleasant,2.0,1.0,4.0,4.0,5.0
20,P5,T,Disagree,Strongly disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,3.0,4.0,3.0
21,P5,T,Disagree,Disagree,Neither agree nor disagree,Hopeful,Pleasant,2.0,2.0,3.0,4.0,4.0
22,P5,T,Disagree,Strongly disagree,Agree,Hopeful,Unpleasant,2.0,1.0,4.0,4.0,2.0
23,P5,T,Disagree,Strongly disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,3.0,4.0,3.0
24,P5,T,Disagree,Strongly disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,3.0,4.0,3.0
25,P5,T,Disagree,Strongly disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,3.0,4.0,3.0
26,P5,T,Disagree,Strongly disagree,Neither agree nor disagree,Hopeful,Neither pleasant nor unpleasant,2.0,1.0,3.0,4.0,3.0
27,P5,T,Neither agree nor disagree,Disagree,Agree,Hopeful,Pleasant,3.0,2.0,4.0,4.0,4.0
28,P5,T,Disagree,Disagree,Agree,Hopeful,Neither pleasant nor unpleasant,2.0,2.0,4.0,4.0,3.0
0,P41,C,Agree,Disagree,Agree,Hopeful,Pleasant,4.0,2.0,4.0,4.0,4.0
1,P41,C,Agree,Neither agree nor disagree,Agree,Hopeful,Unpleasant,4.0,3.0,4.0,4.0,2.0
2,P41,C,Disagree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Unpleasant,2.0,3.0,4.0,3.0,2.0
3,P41,C,Agree,Disagree,Agree,Hopeful,Pleasant,4.0,2.0,4.0,4.0,4.0
4,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
5,P41,C,Agree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Pleasant,4.0,3.0,4.0,3.0,4.0
7,P41,C,Agree,Neither agree nor disagree,Agree,Hopeful,Pleasant,4.0,3.0,4.0,4.0,4.0
8,P41,C,Disagree,Neither agree nor disagree,Agree,Hopeful,Pleasant,2.0,3.0,4.0,4.0,4.0
9,P41,C,Agree,Agree,Agree,Very hopeful,Pleasant,4.0,4.0,4.0,5.0,4.0
10,P41,C,Strongly agree,Agree,Agree,Hopeful,Pleasant,5.0,4.0,4.0,4.0,4.0
11,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
12,P41,C,Agree,Agree,Agree,Very hopeful,Pleasant,4.0,4.0,4.0,5.0,4.0
13,P41,C,Agree,Neither agree nor disagree,Agree,Hopeful,Neither pleasant nor unpleasant,4.0,3.0,4.0,4.0,3.0
14,P41,C,Agree,Neither agree nor disagree,Agree,Neither hopeful nor hopeless,Neither pleasant nor unpleasant,4.0,3.0,4.0,3.0,3.0
15,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
16,P41,C,Neither agree nor disagree,Agree,Neither agree nor disagree,Neither hopeful nor hopeless,Pleasant,3.0,4.0,3.0,3.0,4.0
17,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
18,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
19,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
20,P41,C,Agree,Agree,Agree,Hopeful,Pleasant,4.0,4.0,4.0,4.0,4.0
