uid,group,day,hk_stepcount,hk_activeenergyburned,hk_appleexercisetime,hk_distancewalkingrunning,hk_workout_count,week
P6,treatment,17,1796.0,291.65868234251514,1.0,0.7133196514639915,1,3
P6,treatment,18,713.0,73.82231765748485,,0.311909343,0,3
P6,treatment,19,2670.0,477.0690000000001,3.0,1.0169331257073524,0,3
P6,treatment,20,6365.0,388.5240000000021,29.0,2.656185641575401,1,3
P6,treatment,21,7098.0,646.7216095863143,47.0,2.6896754332297927,1,3
P6,treatment,22,1831.2070249672029,424.95539041368687,2.0,0.6735665575807201,0,4
P6,treatment,23,6591.0,676.5599999999951,42.0,2.5504255742435604,1,4
P6,treatment,24,5425.0,619.281,30.0,2.157277698759547,1,4
P6,treatment,25,2339.0,459.3120000000006,3.0,0.897028266,0,4
P6,treatment,26,5390.120268615734,531.5220000000002,29.0,2.093829501762532,1,4
P6,treatment,27,3342.429718514206,396.26842628668777,3.0,1.282885327510738,0,4
P6,treatment,28,1022.5702814857945,163.56173982846045,,0.4263878020561055,0,4
P6,treatment,29,1681.3033010605443,397.9698338848515,3.0,0.6304970481343527,0,5
P6,treatment,30,1680.0,410.077,,0.6417013675055464,0,5
P6,treatment,31,4519.0,597.7277081534762,13.0,1.7329055876164183,0,5
P6,treatment,32,5575.278777508609,710.3982918465247,2.0,2.1349464375876965,0,5
P6,treatment,33,3113.0,38.05199999999999,,1.368493984220476,0,5
P6,treatment,34,5435.0,621.2759999999994,24.0,2.0442356187424124,0,5
P6,treatment,35,19615.805250404857,1308.385999999997,154.0,7.774704579687323,2,5
P6,treatment,36,13372.097724729809,945.4499999999996,82.0,4.9363922534561695,0,6
P6,treatment,37,6423.0,766.659,29.0,2.5764451744780223,0,6
P6,treatment,38,6211.761312876239,703.1815759,26.0,2.337589128473697,0,6
P6,treatment,39,4109.006157008939,433.4094241,10.0,1.6112850552938645,0,6
P6,treatment,40,2109.690565025508,436.3199999999997,,0.7721285711439869,0,6
P6,treatment,41,5080.0,619.324,14.0,1.9130531081924147,0,6
P6,treatment,42,3645.0,434.5000000000001,13.0,1.3336725229778572,0,6
P6,treatment,43,1756.729738872747,341.1659999999997,2.0,0.6591026234162373,0,7
P6,treatment,44,4193.0,664.1004862471802,20.0,1.647790501,1,7
P6,treatment,45,3288.0,541.6010305,1.0,1.246004548294141,0,7
P6,treatment,46,2547.0,234.22265781506096,7.0,1.0266412430195797,0,7
P6,treatment,47,3401.0,570.6748255,4.0,1.300530742203388,0,7
P6,treatment,48,2273.0,453.9623247124955,1.0,0.891069163,0,7
P6,treatment,49,3712.0,501.07167528750455,6.0,1.346307327337372,0,7
P7,control,-89,5102.491693923862,445.78245708113616,34.0,2.0248766028778964,0,-12
P7,control,-88,2845.0,359.3890402,8.0,1.1555471394437262,0,-12
P7,control,-87,3591.755932820402,439.9714259,13.0,1.4874717253673135,0,-12
P7,control,-86,2372.8756546908744,377.03745919810575,22.0,0.95871929,0,-12
P7,control,-85,2587.546728321308,404.23773434439227,5.0,1.0482024059079664,0,-12
P7,control,-84,1862.8950586266512,345.40068331154714,,0.7693541999683048,0,-12
P7,control,-83,1957.4685861335768,366.82225700249006,6.0,0.7765189226937989,0,-11
P7,control,-82,1928.9724275581568,356.081218669172,41.0,0.8044279260530489,1,-11
P7,control,-81,3198.5217606740034,444.6935335322551,15.0,1.2823583964681993,0,-11
P7,control,-80,3429.0,466.5891911,12.0,1.3889207234299046,0,-11
P7,control,-79,2595.777949695762,404.9927225478709,7.0,1.0475717595232417,0,-11
P7,control,-78,2783.0,448.634612,8.0,1.1203706357149872,0,-11
P7,control,-77,3362.0,399.4519695852312,8.0,1.3501185121316737,0,-11
P7,control,-76,2559.0,385.3283901,6.0,1.0298604613298914,0,-10
P7,control,-75,2138.924573041844,163.8181812,11.0,0.792481596,0,-10
P7,control,-74,1360.4033530911377,337.64529263173574,2.0,0.546162232,0,-10
P7,control,-73,2132.0,359.00917885441663,10.0,0.8516830993520395,0,-10
P7,control,-72,2336.9486551110685,384.5892402333605,13.0,0.9644730091051276,0,-10
P7,control,-71,3700.2400783639423,340.7080516850837,16.0,1.522582391507605,0,-10
P7,control,-70,4669.0,378.1706532704805,17.0,1.8782275449558683,0,-10
P7,control,-69,4554.174774075938,387.0168179069593,7.0,1.877480786534504,0,-9
P7,control,-68,3871.229933026369,408.1971770562403,22.0,1.5385199221572374,0,-9
P7,control,-67,4939.081764408465,376.9189198940849,17.0,2.049614937256945,0,-9
P7,control,-66,1778.0,336.2230080649464,1.0,0.7282417505517682,0,-9
P7,control,-65,3635.586215750195,427.7222619,12.0,1.499879139768389,0,-9
P7,control,-64,3075.4574177075606,490.8808331934988,5.0,1.271097309867436,0,-9
P7,control,-63,6261.2877146728015,479.4050124,41.0,2.6382220422052662,0,-9
P7,control,-62,3416.0,378.19616005908864,9.0,1.365422985949731,0,-8
P7,control,-61,3585.0,381.74375176672834,23.0,1.405190943118077,0,-8
P7,control,-60,3027.0,380.46610437675895,11.0,1.2832438071420127,0,-8
P7,control,-59,2846.0,401.2081024901637,14.0,1.2129096839902396,0,-8
P7,control,-58,2509.0,463.2839999999998,7.0,1.039039133495447,0,-8
P7,control,-57,3117.0,467.3302229508672,12.0,1.278424199158031,0,-8
P7,control,-56,4692.0,534.5388909225724,18.0,1.887528030932003,0,-8
P7,control,-55,1927.3744468123043,335.3667405,3.0,0.8000864299882224,0,-7
P7,control,-54,2447.0,296.5402421543592,11.0,0.9811139292529172,0,-7
P7,control,-53,1482.5819669901557,324.5026596241686,4.0,0.6002006181145373,0,-7
P7,control,-52,2336.816598,402.71019071354135,6.0,0.944936095,0,-7
P7,control,-51,4303.969631452574,463.0917914617457,29.0,1.820432431748378,0,-7
P7,control,-50,2044.386904140108,425.4856877202039,10.0,0.8621170186781152,0,-7
P7,control,-49,3139.836485131877,373.92944197692566,12.0,1.2713579847507703,0,-7
P7,control,-48,2844.0,335.8236229,14.0,1.186602618017669,0,-6
P7,control,-47,5718.0,479.8445204945283,49.0,2.2708103157680144,0,-6
P7,control,-46,3376.0,367.1528379575235,18.0,1.4598158315406975,0,-6
P7,control,-45,2548.0,380.8671052340288,8.0,1.065330012376484,0,-6
P7,control,-44,2521.0,367.79421789351073,14.0,1.0140750653737665,0,-6
P7,control,-43,2675.982027110195,452.8463455413873,10.0,1.0550623348717412,0,-6
P7,control,-42,8852.067247,575.7943895,60.0,3.5119743811082653,0,-6
P7,control,-41,6922.0,491.4536960190946,39.0,2.822825249,0,-5
P7,control,-40,4463.0,418.9695999310416,27.0,1.7648039663402324,0,-5
P7,control,-39,2855.0,403.6799648086883,20.0,1.157384917038324,0,-5
P7,control,-38,3174.0,379.88704802860485,22.0,1.2564096472502793,0,-5
P7,control,-37,4376.0,309.7423969595353,29.0,1.7538468315575464,0,-5
P7,control,-36,2633.0,376.4467077098476,6.0,1.089889586682151,0,-5
P7,control,-35,6499.329081265717,379.5280110603172,16.0,2.7470802260599965,0,-5
P7,control,-34,3091.0,335.55300000000005,10.0,1.2599024121416509,0,-4
P7,control,-33,3737.0,428.3073150361965,21.0,1.513388609044911,0,-4
P7,control,-32,2988.7309274862537,372.0026687895524,8.0,1.1825393129704718,0,-4
P7,control,-31,2494.0,379.26156525171615,5.0,1.032070918684826,0,-4
P7,control,-30,3102.774702769748,361.6749758627664,7.0,1.246814584,0,-4
P7,control,-29,5027.0,407.90494856747176,30.0,2.146015003988324,0,-4
P7,control,-28,4834.0,414.0873498533672,21.0,1.925175811312403,0,-4
P7,control,-27,4662.773578957617,372.1578403394435,21.0,1.837953143298748,0,-3
P7,control,-26,3865.7112619540144,382.5005185560695,25.0,1.536850801827733,0,-3
P7,control,-25,3885.0,423.2849999999996,16.0,1.5425085548383104,0,-3
P7,control,-24,2245.941447211446,411.77064530004594,4.0,0.90800867,0,-3
P7,control,-23,2623.3807165018507,395.2359472186045,7.0,1.0688209914459086,0,-3
P7,control,-22,2966.7674221565544,387.7491673391541,10.0,1.158524131347182,0,-3
P7,control,-21,6448.205809664594,475.3253852977832,34.0,2.543054985907756,0,-3
P7,control,-20,6272.506920280494,351.8592775238918,31.0,2.494448694076758,0,-2
P7,control,-19,4144.0,424.0439824576503,25.0,1.6480298156815223,0,-2
P7,control,-18,2756.042687,388.608,6.0,1.125842654839506,0,-2
P7,control,-17,2246.100489521698,361.6410202824373,8.0,0.9713818,0,-2
P7,control,-16,2490.836334845815,431.5747113563636,14.0,1.009821542032355,0,-2
P7,control,-15,6672.011473474197,495.1376349869469,37.0,2.667170395901463,0,-2
P7,control,-14,9907.93624,602.9342520424893,62.0,3.9754000448083406,0,-2
P7,control,-13,8122.017554554932,593.8945782000498,57.0,3.2296395204716792,0,-1
P7,control,-12,10415.61602931705,581.0602852261703,81.0,4.263204373097357,0,-1
P7,control,-11,2535.557341374236,406.3272244192764,10.0,1.044845038710022,0,-1
P7,control,-10,2704.0,362.5088280097125,7.0,1.089993520124434,0,-1
P7,control,-9,2202.0,354.13385189664865,6.0,0.885453415,0,-1
P7,control,-8,1040.0,364.9409624882823,2.0,0.4150744932956085,0,-1
P7,control,-7,2492.2296011661774,409.4704323891201,12.0,0.9917628944369172,0,-1
P7,control,-6,3021.4042999310964,323.3409999999995,11.0,1.215512224,0,0
P7,control,-5,4191.0,406.8140730381244,34.0,1.6360474911139231,0,0
P7,control,-4,2640.0,385.9920419269632,9.0,1.0525879669517453,0,0
P7,control,-3,2135.266933807171,321.9422068758637,14.0,0.8733952039524033,0,0
P7,control,-2,2431.5758195499343,353.9688859309649,2.0,0.991446199,0,0
P7,control,-1,2402.0,361.0090798990259,2.0,0.9898112565620628,1,0
P7,control,0,3864.0,360.9534405108631,12.0,1.545780972565724,0,0
P7,control,1,2895.504148,324.0204064484875,11.0,1.1874381722418206,0,1
P7,control,2,5498.0,441.5121437392536,35.0,2.176599280778489,0,1
P7,control,3,2065.0,378.7544697274006,3.0,0.8519692391134863,0,1
P7,control,4,1737.878517800303,381.1066359554297,5.0,0.7202259168327894,0,1
P7,control,5,2703.0,379.3289999999993,7.0,1.0723201519782706,0,1
P7,control,6,3053.0,395.36399999999975,18.0,1.2353488023615091,0,1
P7,control,7,8034.371513055404,527.2784392791397,45.0,3.1371368598953957,0,1
P7,control,8,3545.0,378.97866520940033,19.0,1.4198418904932328,0,2
P7,control,9,4835.0,416.3861371,40.0,1.9156329553950624,0,2
P7,control,10,2177.0,384.83813638813984,5.0,0.8748362674378615,0,2
P7,control,11,2398.798629652644,376.8396167,7.0,0.9906307078155088,0,2
P7,control,12,3623.0,358.8279999999842,11.0,1.423401628728273,0,2
P7,control,13,3186.0,344.2449999999964,11.0,1.2338886127663289,0,2
P7,control,14,4812.0,354.3763971667024,16.0,1.8704281671872431,0,2
P7,control,15,5146.0,330.7300539193201,25.0,1.993808348,0,3
P7,control,16,4792.285938215765,411.43658982426587,25.0,1.8779067922207069,0,3
P7,control,17,3002.937386623449,357.6885788992816,16.0,1.165625001,0,3
P7,control,18,2217.0,372.8239999999997,5.0,0.8953044316160109,0,3
P7,control,19,1807.6559526132755,345.33889664510934,9.0,0.7246589735657061,0,3
P7,control,20,2571.2959903259443,437.4161141306744,13.0,1.046427322467656,0,3
P7,control,21,4326.0,327.6771486630392,19.0,1.702730655,0,3
P7,control,22,5462.507736421554,540.3886781128332,40.0,2.2249853612731862,0,4
P7,control,23,4579.528680903427,417.40447599760313,37.0,1.7688410311700469,0,4
P7,control,24,5841.414654789129,471.7091719636294,48.0,2.245317606,0,4
P7,control,25,4678.146615644053,441.8283488007964,39.0,1.823302915912812,0,4
P7,control,26,5859.844491892384,519.5845982279565,33.0,2.307822392332798,0,4
P7,control,27,5693.047319740537,408.4889999999992,29.0,2.214296691581528,0,4
P7,control,28,3278.339791674162,302.31899999999945,4.0,1.3028111942925555,0,4
P7,control,29,5478.0,380.9313773459145,43.0,2.089247071209397,1,5
P7,control,30,5706.749307473125,487.55760451310016,45.0,2.2439883990244267,0,5
P7,control,31,5030.103573736761,479.1560139342777,30.0,1.9943418029082995,0,5
P7,control,32,6151.237011835848,475.1619999999994,42.0,2.4299371001030328,0,5
P7,control,33,3880.001281772926,375.4720338288566,19.0,1.511716188043854,0,5
P7,control,34,4663.260050393824,417.88346339891626,31.0,1.862217434235344,1,5
P7,control,35,4012.6217052186857,330.33868667312765,14.0,1.575582528,0,5
P8,control,-88,7724.581988419213,589.8150000000013,40.0,3.2451156598586555,1,-12
P8,control,-87,3084.0,366.1180000000001,10.0,1.2935353161872745,0,-12
P8,control,-86,2808.0,312.644,7.0,1.1662568453924207,0,-12
P8,control,-85,3022.0,378.70900000000006,12.0,1.2779373227702162,0,-12
P8,control,-84,2053.0,267.301,4.0,0.8924036702709816,0,-12
P8,control,-83,2765.0,318.2509999999999,12.0,1.1545922707062763,0,-11
P8,control,-82,4252.0,446.1189999999996,8.0,1.7845280183476016,0,-11
P8,control,-81,2926.0,333.57300000000004,11.0,1.2309831111394531,0,-11
P8,control,-80,2699.799396,369.05500000000006,10.0,1.1576702607391334,0,-11
P8,control,-79,3939.0,352.69200000000006,11.0,1.666795067595562,0,-11
P8,control,-78,8348.0,595.7199999999993,25.0,3.5885390272686117,0,-11
P8,control,-77,5790.3039532090725,391.7169999999998,16.0,2.4108960205677,0,-11
P8,control,-76,2734.0,280.99100000000004,8.0,1.1357069454740114,0,-10
P8,control,-75,2766.0,330.6329999999999,6.0,1.1404170800697122,0,-10
P8,control,-74,3139.8754303964847,378.5770000000001,10.0,1.319256366926967,0,-10
P8,control,-73,5284.0,394.847,15.0,2.154253901768706,0,-10
P8,control,-72,3750.0,426.3720000000001,12.0,1.587642867993338,0,-10
P8,control,-71,5612.0,373.5898965889537,11.0,2.314966924163706,0,-10
P8,control,-70,10403.0,577.8931034110458,24.0,4.199034087,0,-10
P8,control,-69,13765.111738410647,681.3159395474389,45.0,5.624111899582845,0,-9
P8,control,-68,3601.890327410277,509.3410885252759,8.0,1.4529856725816912,0,-9
P8,control,-67,3038.0,420.7392346718432,10.0,1.2725373233854471,0,-9
P8,control,-66,2802.0,344.6706357684532,8.0,1.1721777782811675,0,-9
P8,control,-65,6856.0,520.5082326701929,20.0,2.788027945192197,0,-9
P8,control,-64,10250.261708448636,600.9508688167961,32.0,4.077726831040536,0,-9
P8,control,-63,9511.566352442578,613.861,51.0,3.737934997364027,2,-9
P8,control,-62,16712.742333577917,925.8651424763906,60.0,6.780423693791037,3,-8
P8,control,-61,5598.609875672974,388.8428575236126,17.0,2.346425959765935,0,-8
P8,control,-60,3771.0,425.921,11.0,1.6004011696825853,0,-8
P8,control,-59,2363.0,279.5509999999999,5.0,0.973963212,0,-8
P8,control,-58,4473.0,414.95200000000017,15.0,1.8892875166851129,0,-8
P8,control,-57,2703.491950357741,318.719,7.0,1.1503771135685648,0,-8
P8,control,-56,2916.844780449722,329.7950000000003,10.0,1.2250205331740849,0,-8
P8,control,-55,2096.0,256.6040000000001,2.0,0.8866019978106803,0,-7
P8,control,-54,3838.297252857852,397.4790000000005,8.0,1.5970105690911125,0,-7
P8,control,-53,3484.175611534105,372.88300000000015,9.0,1.4327917917865476,0,-7
P8,control,-52,2667.0,323.549,12.0,1.113530007207804,0,-7
P8,control,-51,3328.0,354.0970000000001,11.0,1.3784170075492947,0,-7
P8,control,-50,5677.978301008404,472.6999999999999,14.0,2.3947039495934246,0,-7
P8,control,-49,3189.420247376427,281.26800000000003,8.0,1.3463780690757134,0,-7
P8,control,-48,2243.7917237501315,293.8350000000002,8.0,0.9304429662008172,0,-6
P8,control,-47,3046.050258925491,314.99200000000013,10.0,1.274378706,0,-6
P8,control,-46,2550.0,323.0160000000001,8.0,1.0722009629997011,0,-6
P8,control,-45,2967.0,316.328,7.0,1.2453728434010394,0,-6
P8,control,-44,3355.0,374.61800000000017,9.0,1.4121729267005392,0,-6
P8,control,-43,3144.966588819827,322.2719999999999,10.0,1.3058975046498231,0,-6
P8,control,-42,3160.645286498693,322.2740000000001,7.0,1.334877035059274,0,-6
P8,control,-41,2154.0,252.457,6.0,0.8837063640558849,0,-5
P8,control,-40,4913.0,373.09899999999953,23.0,2.0282344784278905,1,-5
P8,control,-39,4363.0,483.7150000000301,14.0,1.8432371148559927,1,-5
P8,control,-38,10458.0,1339.5149999999962,190.0,4.402372020883611,1,-5
P8,control,-37,2946.0,263.18,6.0,1.1994458428283077,0,-5
P8,control,-36,2863.0,350.0660000000002,7.0,1.2138671832978685,0,-5
P8,control,-35,6016.0,323.242,39.0,2.430411519953285,1,-5
P8,control,-34,1592.0,213.54500000000007,4.0,0.6562867382494505,0,-4
P8,control,-33,2701.251978639644,299.202,7.0,1.1295710727802646,0,-4
P8,control,-32,5692.0,459.37999999999977,8.0,2.2971149350289948,0,-4
P8,control,-31,2942.959516843155,350.3579999999999,5.0,1.2178738326255547,0,-4
P8,control,-30,3567.0,385.05100000000016,3.0,1.4764905314599075,0,-4
P8,control,-29,8426.0,592.8059999999999,11.0,3.5367589789306506,0,-4
P8,control,-28,7742.0,463.5139999999998,10.0,3.2195741941514013,0,-4
P8,control,-27,2116.5662872284493,205.101,7.0,0.8785009382877421,0,-3
P8,control,-26,2812.954602142677,335.20899999999995,8.0,1.159134025788394,0,-3
P8,control,-25,2539.0,299.9320000000001,5.0,1.0649986075843765,0,-3
P8,control,-24,11389.180492574998,1157.7360000000042,145.0,4.808913512,1,-3
P8,control,-23,3150.0,341.56000000000006,10.0,1.303076537004725,0,-3
P8,control,-22,6831.728823526639,462.89,22.0,3.018260398369127,0,-3
P8,control,-21,5528.0,395.223,11.0,2.318491014660794,0,-3
P8,control,-20,2042.8550904268657,265.769,7.0,0.8605091651463028,0,-2
P8,control,-19,6535.0,481.79600000000056,41.0,2.7576825570148387,1,-2
P8,control,-18,3249.0,321.801,8.0,1.3674874373490593,0,-2
P8,control,-17,11334.0,1125.012000000001,133.0,4.783276583466904,2,-2
P8,control,-16,3596.0,383.0619999999998,8.0,1.4791404356174478,0,-2
P8,control,-15,4932.0,344.9479999999999,11.0,1.984077601061094,0,-2
P8,control,-14,2951.0,381.631,8.0,1.2391398977185788,0,-2
P8,control,-13,2771.9976227956104,296.438,7.0,1.1393859422543449,0,-1
P8,control,-12,6451.0,462.0309999999986,40.0,2.685322573406653,1,-1
P8,control,-11,3961.0,307.615,5.0,1.6483181952962536,0,-1
P8,control,-10,2846.0,288.7870000000001,7.0,1.1826403292980523,0,-1
P8,control,-9,3283.263997622136,363.4620000000002,8.0,1.3765604143849377,0,-1
P8,control,-8,9678.0,1308.6969999999776,169.0,4.08040017,2,-1
P8,control,-7,3848.0,360.66800000000006,11.0,1.578128323251205,0,-1
P8,control,-6,1506.4082888737807,203.3820000000001,4.0,0.631495514,0,0
P8,control,-5,2642.0,308.361,9.0,1.1062646556588154,0,0
P8,control,-4,3716.0,361.738,10.0,1.5656789344635846,0,0
P8,control,-3,10854.0,1109.5370000000091,127.0,4.512307512357693,1,0
P8,control,-2,5379.0,429.3910000000002,14.0,2.2878669656246964,0,0
P8,control,-1,7549.126615996372,530.7270000000002,44.0,3.236660606047437,1,0
P8,control,0,6063.0,393.4120000000001,11.0,2.5506236793903265,0,0
P8,control,1,4990.0,355.10100000000045,33.0,2.132612886348672,1,1
P8,control,2,7626.875605273848,522.8660000000001,42.0,3.217969675,1,1
P8,control,3,7071.359945680595,823.2100000000111,99.0,3.121735469275521,1,1
P8,control,4,14612.0,1481.8660000000086,180.0,6.266919951696552,2,1
P8,control,5,3378.0,335.4279999999998,10.0,1.4083064961101606,0,1
P8,control,6,11400.0,2433.533000000043,311.0,4.672872232579409,1,1
P8,control,7,9962.011905820696,570.7219999999987,44.0,4.107647542347262,1,1
P8,control,8,3266.0,404.193,11.0,1.372067446138649,0,2
P8,control,9,7376.0,528.174,26.0,3.079439098191344,0,2
P8,control,10,3086.0,348.4819999999994,6.0,1.2779552632603404,0,2
P8,control,11,3773.0,372.4469999999996,9.0,1.5836456931026557,0,2
P8,control,12,3369.141830078373,364.3840000000003,5.0,1.4155693009224546,0,2
P8,control,13,6541.0,536.2969999999983,41.0,2.7533018613933247,1,2
P8,control,14,10902.0,658.084,54.0,4.753278437003241,1,2
P8,control,15,2562.168072110102,320.456,6.0,1.070949183694086,0,3
P8,control,16,8030.714574575517,479.5789999999998,40.0,3.3722736044189348,1,3
P8,control,17,6352.0,470.182,38.0,2.734224391694549,1,3
P8,control,18,11025.076356719632,1108.9150000000095,130.0,4.759894665289746,1,3
P8,control,19,4327.0,387.08,8.0,1.8177979698484987,0,3
P8,control,20,4457.699178246479,381.6919999999997,8.0,1.8101250218861744,0,3
P8,control,21,2657.1465243680773,236.324,4.0,1.098982994792841,0,3
P8,control,22,4058.0,369.2090000000002,11.0,1.6768386259743868,0,4
P8,control,23,11048.0,604.803,53.0,4.657027496425794,1,4
P8,control,24,4183.0,397.238,12.0,1.761972978,0,4
P8,control,25,13627.0,1464.6630000000032,170.0,5.801219015152326,2,4
P8,control,26,3238.0,311.36999999999966,11.0,1.3647908219507496,0,4
P8,control,27,6158.0,514.4030000000088,19.0,2.562408166659836,1,4
P8,control,28,9130.0,578.7980000000006,49.0,3.906776723113528,1,4
P8,control,29,1800.0,224.45599999999996,3.0,0.770812113,0,5
P8,control,30,7253.170221271951,522.6160000000012,40.0,3.0648397499935256,1,5
P8,control,31,4110.511964238333,423.50700000000006,11.0,1.723356867683289,0,5
P8,control,32,9725.0,1293.595999999994,141.0,4.276117395553253,1,5
P8,control,33,,,,,0,5
P8,control,34,,,,,0,5
P8,control,35,,,,,0,5
P8,control,36,,,,,0,6
P8,control,37,,,,,0,6
P8,control,38,,,,,0,6
P8,control,39,,,,,0,6
P8,control,40,,,,,0,6
P8,control,41,,,,,0,6
P8,control,42,,,,,0,6
P8,control,43,,,,,0,7
P8,control,44,,,,,0,7
P8,control,45,,,,,0,7
P8,control,46,,,,,0,7
P8,control,47,,,,,0,7
P8,control,48,,,,,0,7
P8,control,49,,,,,0,7
P8,control,50,,,,,0,8
P8,control,51,,,,,0,8
P8,control,52,,,,,0,8
P8,control,53,,,,,0,8
P8,control,54,,,,,0,8
P8,control,55,,,,,0,8
P8,control,56,,,,,0,8
P9,treatment,-89,3538.093815681251,279.458,10.0,1.536605438103474,0,-12
P9,treatment,-88,3508.0,142.76199999999992,32.0,1.5589148084802982,0,-12
P9,treatment,-87,1283.0,,,0.56014686,0,-12
P9,treatment,-86,1149.313771787523,15.416999999999994,1.0,0.4863228246703751,0,-12
P9,treatment,-85,323.0,0.313,,0.1448010898043554,0,-12
P9,treatment,-84,1622.0,103.912,5.0,0.6842982328195343,0,-12
P9,treatment,-83,458.0,,,0.1967291055269332,0,-11
P9,treatment,-82,1334.0000000000002,98.35099999999998,7.0,0.5908158706966058,0,-11
P9,treatment,-81,367.0,,,0.1593843536329648,0,-11
P9,treatment,-80,436.0,,,0.1966616840575278,0,-11
P9,treatment,-79,3185.0,147.75700000000003,26.0,1.371556808384965,0,-11
P9,treatment,-78,878.0,90.88599999999998,4.0,0.3850005386862036,0,-11
P9,treatment,-77,2339.0,117.52199999999996,12.0,1.0221197981429546,0,-11
P9,treatment,-76,340.0,,,0.1549884738288771,0,-10
P9,treatment,-75,556.0,,,0.2446455438209071,0,-10
P9,treatment,-74,1568.8581507116687,92.326,10.0,0.6934616940494857,0,-10
P9,treatment,-73,1023.0,122.261,5.0,0.4441684225489953,0,-10
P9,treatment,-72,659.0,,,0.2893055251433635,0,-10
P9,treatment,-71,3065.0,200.72700000000003,9.0,1.3516110077780406,0,-10
P9,treatment,-70,351.0,,,0.152952345,0,-10
P9,treatment,-69,1703.0,135.98999999999998,6.0,0.7384601445596308,0,-9
P9,treatment,-68,1831.0,153.10399999999998,11.0,0.8080968016184228,0,-9
P9,treatment,-67,1367.0,112.142,2.0,0.5932338203314653,0,-9
P9,treatment,-66,538.0,,,0.2350379844331083,0,-9
P9,treatment,-65,837.9431910121683,33.482,,0.372890459,0,-9
P9,treatment,-64,1592.0,218.52699999999996,1.0,0.700009489,0,-9
P9,treatment,-63,2046.0,88.13099999999999,18.0,0.8375702343989214,0,-9
P9,treatment,-62,261.0,,,0.1116634376002301,0,-8
P9,treatment,-61,329.0,,,0.1529725718941463,0,-8
P9,treatment,-60,432.0,,,0.2007339408085603,0,-8
P9,treatment,-59,334.0,,,0.1468574446206751,0,-8
P9,treatment,-58,2007.0,196.41900000000007,3.0,0.874323751,0,-8
P9,treatment,-57,435.0,,,0.1955222612249215,0,-8
P9,treatment,-56,1842.120752955877,248.181,6.0,0.7925154471075322,0,-8
P9,treatment,-55,479.0,,,0.2109752620085702,0,-7
P9,treatment,-54,2539.343020989879,256.188,4.0,1.0821954576799906,0,-7
P9,treatment,-53,872.0,40.717,3.0,0.3710059946633151,0,-7
P9,treatment,-52,484.0,,,0.213186686,0,-7
P9,treatment,-51,478.0,,,0.2109415512738856,0,-7
P9,treatment,-50,1105.0,82.46100000000001,4.0,0.4780917103651622,0,-7
P9,treatment,-49,261.0,,,0.1174212310859797,0,-7
P9,treatment,-48,253.0,,,0.107928288,0,-6
P9,treatment,-47,1182.0,91.389,3.0,0.515652634,0,-6
P9,treatment,-46,241.0,,,0.1110903551104296,0,-6
P9,treatment,-45,444.0,,,0.201859879,0,-6
P9,treatment,-44,1675.0,125.40199999999996,6.0,0.730377237,0,-6
P9,treatment,-43,2992.0,233.70999999999992,18.0,1.3263604258694306,0,-6
P9,treatment,-42,1534.0,126.04099999999998,7.0,0.6599777760490689,0,-6
P9,treatment,-41,1244.0,60.18100000000002,6.0,0.5390901970476698,0,-5
P9,treatment,-40,1479.0,87.414,4.0,0.6558823159402698,0,-5
P9,treatment,-39,416.0,,,0.1834201074697769,0,-5
P9,treatment,-38,161.0,,,0.072505048,0,-5
P9,treatment,-37,425.0,,,0.1911331235677744,0,-5
P9,treatment,-36,1403.2018745505636,120.936,3.0,0.6089512269040487,0,-5
P9,treatment,-35,4689.0,291.596,31.0,2.0408257466725,0,-5
P9,treatment,-34,296.0,,,0.1287345536492448,0,-4
P9,treatment,-33,2502.0,185.749,8.0,1.0879052443731203,0,-4
P9,treatment,-32,475.0,,,0.2037948755188566,0,-4
P9,treatment,-31,2511.5273298068187,161.29599999999994,13.0,1.0824742313990614,0,-4
P9,treatment,-30,682.0,,,0.3026954289639509,0,-4
P9,treatment,-29,631.0,,,0.2681486680495619,0,-4
P9,treatment,-28,2216.1486582558227,253.856,7.0,0.9657607221258808,0,-4
P9,treatment,-27,5867.0,292.62700000000007,40.0,2.455305153061986,0,-3
P9,treatment,-26,3479.609913,231.329,14.0,1.4798392852291904,0,-3
P9,treatment,-25,2898.0,235.684,12.0,1.2660366490733714,0,-3
P9,treatment,-24,1576.4006848153062,113.807,3.0,0.6799856809356942,0,-3
P9,treatment,-23,2078.0498410690698,241.7079999999999,9.0,0.9075639882302377,0,-3
P9,treatment,-22,2330.0,243.283,11.0,0.995086538,0,-3
P9,treatment,-21,5157.0,314.7549999999988,33.0,2.2089984656207653,1,-3
P9,treatment,-20,2458.0,234.48399999999984,8.0,1.019560311247638,0,-2
P9,treatment,-19,2708.0,289.01,10.0,1.1306804204594592,0,-2
P9,treatment,-18,3232.260671776125,293.0349999999999,13.0,1.355165709216423,0,-2
P9,treatment,-17,2255.599784742566,115.15200000000004,8.0,0.8942181111562129,0,-2
P9,treatment,-16,940.0,64.515,3.0,0.3797768457456663,0,-2
P9,treatment,-15,1398.0,221.12200000000004,3.0,0.5830258970365471,0,-2
P9,treatment,-14,1473.0,103.54899999999996,8.0,0.6198053845647729,0,-2
P9,treatment,-13,5647.0,289.18999999999915,38.0,2.2381191515092302,1,-1
P9,treatment,-12,798.0,58.105,1.0,0.3175622834918291,0,-1
P9,treatment,-11,528.0,,,0.2302615838917449,0,-1
